datetime;Heat
2018-01-01 00:00;821966.7658250037
2018-01-01 00:15;813541.8740357251
2018-01-01 00:30;817937.2637126186
2018-01-01 00:45;822987.0035993346
2018-01-01 01:00;824653.2713975522
2018-01-01 01:15;801785.5798789156
2018-01-01 01:30;844744.3045349747
2018-01-01 01:45;829292.1972349719
2018-01-01 02:00;831040.5489002127
2018-01-01 02:15;831481.9828007573
2018-01-01 02:30;841709.4454027542
2018-01-01 02:45;841327.9823235056
2018-01-01 03:00;802886.016778103
2018-01-01 03:15;817937.4004638132
2018-01-01 03:30;801705.2014539909
2018-01-01 03:45;837421.1170674004
2018-01-01 04:00;841461.9739558864
2018-01-01 04:15;836912.2318951256
2018-01-01 04:30;840276.9536753666
2018-01-01 04:45;811977.7499173229
2018-01-01 05:00;802846.5858277784
2018-01-01 05:15;815500.2335886513
2018-01-01 05:30;801996.7200419302
2018-01-01 05:45;821173.4798833262
2018-01-01 06:00;836231.2644984042
2018-01-01 06:15;842687.205316839
2018-01-01 06:30;832861.3678983974
2018-01-01 06:45;806350.446527722
2018-01-01 07:00;836334.1387255513
2018-01-01 07:15;830110.0851714461
2018-01-01 07:30;849383.0633479871
2018-01-01 07:45;836773.7241455435
2018-01-01 08:00;842912.9845865853
2018-01-01 08:15;805371.4394358795
2018-01-01 08:30;806704.2352957436
2018-01-01 08:45;837898.6400643126
2018-01-01 09:00;813559.5827166721
2018-01-01 09:15;823850.2385996435
2018-01-01 09:30;848609.2635911743
2018-01-01 09:45;844205.0836777878
2018-01-01 10:00;833338.5237344184
2018-01-01 10:15;802266.4990868458
2018-01-01 10:30;834086.808600984
2018-01-01 10:45;826291.7488441259
2018-01-01 11:00;808470.0863593444
2018-01-01 11:15;804925.6137765128
2018-01-01 11:30;809235.2303079079
2018-01-01 11:45;820404.7569549339
2018-01-01 12:00;829258.5804211773
2018-01-01 12:15;836490.2082028597
2018-01-01 12:30;848993.2001238276
2018-01-01 12:45;844078.1211769392
2018-01-01 13:00;803924.5413888897
2018-01-01 13:15;823072.2474946465
2018-01-01 13:30;826368.0760646467
2018-01-01 13:45;844114.4241139841
2018-01-01 14:00;821177.7597993211
2018-01-01 14:15;800722.8812512625
2018-01-01 14:30;838430.2105572246
2018-01-01 14:45;816576.8965237906
2018-01-01 15:00;816832.9123626493
2018-01-01 15:15;814887.004214155
2018-01-01 15:30;832835.466586168
2018-01-01 15:45;820711.05849458
2018-01-01 16:00;824766.2407756712
2018-01-01 16:15;800814.0410969198
2018-01-01 16:30;810707.4545419792
2018-01-01 16:45;836828.3466631724
2018-01-01 17:00;844456.9595754407
2018-01-01 17:15;822745.8899314255
2018-01-01 17:30;815524.1058737568
2018-01-01 17:45;812569.8546810976
2018-01-01 18:00;808413.4451973647
2018-01-01 18:15;843974.0332760751
2018-01-01 18:30;809032.5676623265
2018-01-01 18:45;828962.0735592977
2018-01-01 19:00;816314.1297796395
2018-01-01 19:15;802657.6274558194
2018-01-01 19:30;805386.2853472654
2018-01-01 19:45;840482.0309697854
2018-01-01 20:00;805684.4450609054
2018-01-01 20:15;833330.6005205816
2018-01-01 20:30;833568.8569894145
2018-01-01 20:45;804436.2708948681
2018-01-01 21:00;828129.8855590862
2018-01-01 21:15;817153.2160352773
2018-01-01 21:30;836500.4113990124
2018-01-01 21:45;801976.2177786543
2018-01-01 22:00;846563.03445667
2018-01-01 22:15;840197.298368563
2018-01-01 22:30;834868.0996718399
2018-01-01 22:45;823127.4694709171
2018-01-01 23:00;806467.0723991685
2018-01-01 23:15;828148.1041821118
2018-01-01 23:30;806865.7994425419
2018-01-01 23:45;843595.7613257507
2018-01-02 00:00;805706.2826422069
2018-01-02 00:15;803331.3931859276
2018-01-02 00:30;807721.946950643
2018-01-02 00:45;800993.0114868875
2018-01-02 01:00;811211.348438439
2018-01-02 01:15;815717.6395805931
2018-01-02 01:30;834593.3964235444
2018-01-02 01:45;811341.3008898683
2018-01-02 02:00;810567.3288495379
2018-01-02 02:15;812460.1353675338
2018-01-02 02:30;815002.6408113228
2018-01-02 02:45;816268.9049603381
2018-01-02 03:00;841600.2634600409
2018-01-02 03:15;812644.623309503
2018-01-02 03:30;809889.5225342566
2018-01-02 03:45;841033.49361215
2018-01-02 04:00;821594.1224135475
2018-01-02 04:15;834669.3054150302
2018-01-02 04:30;823943.7584900251
2018-01-02 04:45;808878.7653935346
2018-01-02 05:00;845981.6388754557
2018-01-02 05:15;804579.063009415
2018-01-02 05:30;802317.7800213456
2018-01-02 05:45;839572.3616773856
2018-01-02 06:00;843405.3334523318
2018-01-02 06:15;830538.1339924715
2018-01-02 06:30;828198.2223066511
2018-01-02 06:45;834801.7895381938
2018-01-02 07:00;829357.4995551953
2018-01-02 07:15;816729.5287526249
2018-01-02 07:30;850450.0846925909
2018-01-02 07:45;819477.0692520946
2018-01-02 08:00;804757.4631200653
2018-01-02 08:15;804273.2141925802
2018-01-02 08:30;838778.1059898087
2018-01-02 08:45;843683.8253709113
2018-01-02 09:00;832866.2461926233
2018-01-02 09:15;848363.746816108
2018-01-02 09:30;848296.6546239272
2018-01-02 09:45;813354.0850655892
2018-01-02 10:00;807413.505344445
2018-01-02 10:15;825485.2803353516
2018-01-02 10:30;842048.3963094777
2018-01-02 10:45;838560.6332222125
2018-01-02 11:00;838917.2794951451
2018-01-02 11:15;831920.69323398
2018-01-02 11:30;839069.6923670558
2018-01-02 11:45;830325.2813121829
2018-01-02 12:00;804912.3896387585
2018-01-02 12:15;806478.0571301448
2018-01-02 12:30;818422.2777365965
2018-01-02 12:45;831453.9018320668
2018-01-02 13:00;803450.7412513812
2018-01-02 13:15;828694.6733573216
2018-01-02 13:30;834919.0140601889
2018-01-02 13:45;814737.374826932
2018-01-02 14:00;817414.9386919842
2018-01-02 14:15;835964.0283809439
2018-01-02 14:30;844507.6369210857
2018-01-02 14:45;833866.0011699412
2018-01-02 15:00;813030.5439560724
2018-01-02 15:15;837465.1409577209
2018-01-02 15:30;829879.1311084973
2018-01-02 15:45;849600.5164405858
2018-01-02 16:00;850261.7713253413
2018-01-02 16:15;829375.2064997652
2018-01-02 16:30;803210.0345548607
2018-01-02 16:45;850608.6584213012
2018-01-02 17:00;826788.3093293633
2018-01-02 17:15;828972.5316361133
2018-01-02 17:30;838012.0816781652
2018-01-02 17:45;833343.5575418256
2018-01-02 18:00;826277.8545942785
2018-01-02 18:15;818216.6177439244
2018-01-02 18:30;818626.3234963063
2018-01-02 18:45;847308.5740702725
2018-01-02 19:00;846637.8726538466
2018-01-02 19:15;809204.4674938084
2018-01-02 19:30;805455.3654967735
2018-01-02 19:45;808203.4387199866
2018-01-02 20:00;813811.6781351578
2018-01-02 20:15;812582.0561438972
2018-01-02 20:30;845445.7605790492
2018-01-02 20:45;822193.1639127415
2018-01-02 21:00;812417.7072915169
2018-01-02 21:15;827894.0864999499
2018-01-02 21:30;845537.4976022172
2018-01-02 21:45;840035.3619157306
2018-01-02 22:00;811325.6459924346
2018-01-02 22:15;807449.5950800263
2018-01-02 22:30;845452.0905267264
2018-01-02 22:45;825402.0548377315
2018-01-02 23:00;845922.8871663344
2018-01-02 23:15;828595.3994651205
2018-01-02 23:30;811747.5890908444
2018-01-02 23:45;849265.6273141305
2018-01-03 00:00;845361.0383510791
2018-01-03 00:15;825488.8701677357
2018-01-03 00:30;814812.9799933449
2018-01-03 00:45;832129.3406294413
2018-01-03 01:00;843820.4876822527
2018-01-03 01:15;828912.6178760946
2018-01-03 01:30;832636.1818251119
2018-01-03 01:45;824848.1945415037
2018-01-03 02:00;825901.0549788591
2018-01-03 02:15;809937.4370864225
2018-01-03 02:30;816797.6026795951
2018-01-03 02:45;805436.3824497814
2018-01-03 03:00;833338.5700150648
2018-01-03 03:15;831044.9757070036
2018-01-03 03:30;849625.8157176068
2018-01-03 03:45;829899.4422579309
2018-01-03 04:00;818756.468443255
2018-01-03 04:15;832674.1384705598
2018-01-03 04:30;812716.9235225752
2018-01-03 04:45;806995.7413496844
2018-01-03 05:00;803396.9302589754
2018-01-03 05:15;842448.6059432612
2018-01-03 05:30;824327.7845816321
2018-01-03 05:45;820771.0732432267
2018-01-03 06:00;840363.3543330957
2018-01-03 06:15;833307.2117529555
2018-01-03 06:30;803470.4959806334
2018-01-03 06:45;837055.8678336774
2018-01-03 07:00;843133.4836463523
2018-01-03 07:15;836315.8755461103
2018-01-03 07:30;839200.7175243057
2018-01-03 07:45;849294.641214594
2018-01-03 08:00;834695.0339310993
2018-01-03 08:15;832661.0256679406
2018-01-03 08:30;803723.5431983008
2018-01-03 08:45;830072.7546774425
2018-01-03 09:00;805030.4864884854
2018-01-03 09:15;815615.6755268938
2018-01-03 09:30;817039.9736332668
2018-01-03 09:45;828318.3197564309
2018-01-03 10:00;844958.3637777412
2018-01-03 10:15;839405.5605279456
2018-01-03 10:30;804882.5182219642
2018-01-03 10:45;816747.6533896177
2018-01-03 11:00;825244.5898558864
2018-01-03 11:15;810086.9175595908
2018-01-03 11:30;817657.1202092879
2018-01-03 11:45;802683.6262058262
2018-01-03 12:00;835798.5397048354
2018-01-03 12:15;809253.0084365865
2018-01-03 12:30;830678.2182317902
2018-01-03 12:45;820456.360278652
2018-01-03 13:00;814999.9167170046
2018-01-03 13:15;814115.0569893493
2018-01-03 13:30;818361.5693692801
2018-01-03 13:45;817518.2196761306
2018-01-03 14:00;847035.1541961306
2018-01-03 14:15;851015.699986107
2018-01-03 14:30;816099.9124699126
2018-01-03 14:45;810214.6252718484
2018-01-03 15:00;841430.429217436
2018-01-03 15:15;821776.8481209179
2018-01-03 15:30;848424.518033162
2018-01-03 15:45;820826.9382721492
2018-01-03 16:00;844123.9346096325
2018-01-03 16:15;850152.2333093013
2018-01-03 16:30;830247.8406588009
2018-01-03 16:45;845391.5301986329
2018-01-03 17:00;818710.4994010394
2018-01-03 17:15;842463.7639061469
2018-01-03 17:30;839301.1385056936
2018-01-03 17:45;847506.9739924
2018-01-03 18:00;826062.5731061948
2018-01-03 18:15;825879.3697159234
2018-01-03 18:30;803489.1503207907
2018-01-03 18:45;802803.7263589655
2018-01-03 19:00;816706.6039821991
2018-01-03 19:15;818159.7413727912
2018-01-03 19:30;817330.3094076638
2018-01-03 19:45;827143.3011001542
2018-01-03 20:00;841056.5522860091
2018-01-03 20:15;802893.1428602006
2018-01-03 20:30;803825.4718050774
2018-01-03 20:45;831510.0576047888
2018-01-03 21:00;824484.5892803153
2018-01-03 21:15;845523.292437576
2018-01-03 21:30;844243.8825271286
2018-01-03 21:45;845996.2001437997
2018-01-03 22:00;802032.7026216354
2018-01-03 22:15;804422.6829265014
2018-01-03 22:30;832766.7153367511
2018-01-03 22:45;826244.4523583704
2018-01-03 23:00;851299.7493924142
2018-01-03 23:15;850782.6054723636
2018-01-03 23:30;841629.6160287358
2018-01-03 23:45;846960.7286522072
2018-01-04 00:00;815619.7886945931
2018-01-04 00:15;837760.491755421
2018-01-04 00:30;842032.0852432246
2018-01-04 00:45;811816.2981231271
2018-01-04 01:00;810406.2645576423
2018-01-04 01:15;817812.646547779
2018-01-04 01:30;849123.7219220116
2018-01-04 01:45;811472.4498087527
2018-01-04 02:00;809881.6438431393
2018-01-04 02:15;805669.6440449031
2018-01-04 02:30;828235.3252272267
2018-01-04 02:45;811360.6796736574
2018-01-04 03:00;827734.1419077022
2018-01-04 03:15;808015.8811080926
2018-01-04 03:30;828091.7105581474
2018-01-04 03:45;836090.1435243849
2018-01-04 04:00;828810.5980794438
2018-01-04 04:15;851105.866693459
2018-01-04 04:30;844147.7862945646
2018-01-04 04:45;813038.645776778
2018-01-04 05:00;850304.3944351791
2018-01-04 05:15;812276.3357733825
2018-01-04 05:30;804715.387747455
2018-01-04 05:45;840834.8027314482
2018-01-04 06:00;822717.3839552755
2018-01-04 06:15;810035.9698572722
2018-01-04 06:30;850285.9483943072
2018-01-04 06:45;844843.1523156868
2018-01-04 07:00;845062.9537817758
2018-01-04 07:15;813293.5529482265
2018-01-04 07:30;818065.7124346336
2018-01-04 07:45;835564.196408312
2018-01-04 08:00;812328.0073203212
2018-01-04 08:15;838378.4818988064
2018-01-04 08:30;839098.614965524
2018-01-04 08:45;835397.1730067052
2018-01-04 09:00;825334.1459928493
2018-01-04 09:15;839879.7567108084
2018-01-04 09:30;840652.7228315953
2018-01-04 09:45;846833.8277970699
2018-01-04 10:00;826217.2018816244
2018-01-04 10:15;839266.2398130838
2018-01-04 10:30;823460.2201866171
2018-01-04 10:45;812962.4920401092
2018-01-04 11:00;817826.5181386567
2018-01-04 11:15;820583.0174264903
2018-01-04 11:30;821130.3571486829
2018-01-04 11:45;803130.4833056829
2018-01-04 12:00;817417.7227337062
2018-01-04 12:15;847764.3319219899
2018-01-04 12:30;804817.561103963
2018-01-04 12:45;840711.2182241289
2018-01-04 13:00;809118.0015492995
2018-01-04 13:15;807663.3286921277
2018-01-04 13:30;815741.8417322133
2018-01-04 13:45;850825.70625897
2018-01-04 14:00;829023.8463844798
2018-01-04 14:15;806348.5434374833
2018-01-04 14:30;848677.0323770521
2018-01-04 14:45;847356.4913668409
2018-01-04 15:00;819319.8254248274
2018-01-04 15:15;812178.7250754206
2018-01-04 15:30;807208.018735412
2018-01-04 15:45;824369.0757164259
2018-01-04 16:00;850536.840653005
2018-01-04 16:15;852490.8299643717
2018-01-04 16:30;833196.4909504154
